,antecedents,consequents,support,confidence,lift
41,"ESTATUS_VICTIMA=CONFIDENCIAL', 'MUNICIPIO=CONFIDENCIAL",SEXO=CONFIDENCIAL,0.3670931457124291,1.0,2.7241042544100598
42,SEXO=CONFIDENCIAL,"ESTATUS_VICTIMA=CONFIDENCIAL', 'MUNICIPIO=CONFIDENCIAL",0.3670931457124291,1.0,2.7241042544100598
43,ESTATUS_VICTIMA=CONFIDENCIAL,"SEXO=CONFIDENCIAL', 'MUNICIPIO=CONFIDENCIAL",0.3670931457124291,1.0,2.7241042544100598
44,MUNICIPIO=CONFIDENCIAL,"SEXO=CONFIDENCIAL', 'ESTATUS_VICTIMA=CONFIDENCIAL",0.3670931457124291,1.0,2.7241042544100598
45,"SEXO=CONFIDENCIAL', 'ENTIDAD=JALISCO",MUNICIPIO=CONFIDENCIAL,0.0746898503962296,1.0,2.7241042544100598
46,"ENTIDAD=JALISCO', 'MUNICIPIO=CONFIDENCIAL",SEXO=CONFIDENCIAL,0.0746898503962296,1.0,2.7241042544100598
47,ENTIDAD=JALISCO,"SEXO=CONFIDENCIAL', 'MUNICIPIO=CONFIDENCIAL",0.0746898503962296,0.6751738572682466,1.8392439770508808
48,"SEXO=HOMBRE', 'GRUPO_EDAD=50+",ESTATUS_VICTIMA=DESAPARECIDA,0.0734649368497314,0.9286253776435044,1.5564510451365892
49,"ESTATUS_VICTIMA=DESAPARECIDA', 'GRUPO_EDAD=50+",SEXO=HOMBRE,0.0734649368497314,0.8730694123912657,1.8076368480628056
50,GRUPO_EDAD=50+,"SEXO=HOMBRE', 'ESTATUS_VICTIMA=DESAPARECIDA",0.0734649368497314,0.8131613756613756,1.790359103818033
51,"GRUPO_EDAD=31-50', 'SEXO=HOMBRE",ESTATUS_VICTIMA=DESAPARECIDA,0.1566246162808935,0.9374161823871257,1.571185143041087
52,"GRUPO_EDAD=31-50', 'ESTATUS_VICTIMA=DESAPARECIDA",SEXO=HOMBRE,0.1566246162808935,0.8322749642800444,1.723174436992582
53,"SEXO=HOMBRE', 'ESTATUS_VICTIMA=DESAPARECIDA",GRUPO_EDAD=31-50,0.1566246162808935,0.3448445979279724,1.7190486515296166
54,GRUPO_EDAD=31-50,"SEXO=HOMBRE', 'ESTATUS_VICTIMA=DESAPARECIDA",0.1566246162808935,0.7807729540546577,1.7190486515296164
55,SEXO=HOMBRE,"GRUPO_EDAD=31-50', 'ESTATUS_VICTIMA=DESAPARECIDA",0.1566246162808935,0.3242816936257074,1.723174436992582
56,"SEXO=HOMBRE', 'GRUPO_EDAD=18-30",ESTATUS_VICTIMA=DESAPARECIDA,0.0595950316311516,0.9393689663291735,1.5744581664590336
57,"GRUPO_EDAD=18-30', 'ESTATUS_VICTIMA=DESAPARECIDA",SEXO=HOMBRE,0.0595950316311516,0.6814416260995816,1.4108832306559038
58,GRUPO_EDAD=18-30,"SEXO=HOMBRE', 'ESTATUS_VICTIMA=DESAPARECIDA",0.0595950316311516,0.6370459081836328,1.4026009786051974
59,"ESTATUS_VICTIMA=CONFIDENCIAL', 'ENTIDAD=JALISCO",MUNICIPIO=CONFIDENCIAL,0.0746898503962296,1.0,2.7241042544100598
60,"ENTIDAD=JALISCO', 'MUNICIPIO=CONFIDENCIAL",ESTATUS_VICTIMA=CONFIDENCIAL,0.0746898503962296,1.0,2.7241042544100598
61,ENTIDAD=JALISCO,"ESTATUS_VICTIMA=CONFIDENCIAL', 'MUNICIPIO=CONFIDENCIAL",0.0746898503962296,0.6751738572682466,1.8392439770508808
62,"SEXO=CONFIDENCIAL', 'ENTIDAD=JALISCO', 'ESTATUS_VICTIMA=CONFIDENCIAL",MUNICIPIO=CONFIDENCIAL,0.0746898503962296,1.0,2.7241042544100598
63,"SEXO=CONFIDENCIAL', 'ENTIDAD=JALISCO', 'MUNICIPIO=CONFIDENCIAL",ESTATUS_VICTIMA=CONFIDENCIAL,0.0746898503962296,1.0,2.7241042544100598
64,"ESTATUS_VICTIMA=CONFIDENCIAL', 'ENTIDAD=JALISCO', 'MUNICIPIO=CONFIDENCIAL",SEXO=CONFIDENCIAL,0.0746898503962296,1.0,2.7241042544100598
65,"SEXO=CONFIDENCIAL', 'ENTIDAD=JALISCO","ESTATUS_VICTIMA=CONFIDENCIAL', 'MUNICIPIO=CONFIDENCIAL",0.0746898503962296,1.0,2.7241042544100598
66,"ESTATUS_VICTIMA=CONFIDENCIAL', 'ENTIDAD=JALISCO","SEXO=CONFIDENCIAL', 'MUNICIPIO=CONFIDENCIAL",0.0746898503962296,1.0,2.7241042544100598
67,"ENTIDAD=JALISCO', 'MUNICIPIO=CONFIDENCIAL","SEXO=CONFIDENCIAL', 'ESTATUS_VICTIMA=CONFIDENCIAL",0.0746898503962296,1.0,2.7241042544100598
68,ENTIDAD=JALISCO,"SEXO=CONFIDENCIAL', 'ESTATUS_VICTIMA=CONFIDENCIAL', 'MUNICIPIO=CONFIDENCIAL",0.0746898503962296,0.6751738572682466,1.8392439770508808
